cluster	loc.d	loc.o	span	span2	intro_date	intro_date2	rep_strain	area
cluster_1	Vietnam	China	0.03999999999996362	0	2000.96	2001	goose/Viet_Nam/113/2001	gSEA
cluster_2	Myanmar	China	0.2899999999999636	0.2899999999999636	2005.71	2005.71	Chicken/Myanmar/06-01001-1B/2006	gSEA
cluster_3	Vietnam	China	2.6200000000001182	0.6700000000000728	2006.05	2008	chicken/Vietnam/NCVD-016/2008	gSEA
cluster_4	Vietnam	China	0.43000000000006366	0	2007.57	2008	chicken/Vietnam/NCVD-swab15/2008	gSEA
cluster_5	China	Vietnam	3.9199999999998454	2.740000000000009	2010.68	2011.86	chicken/Gansu/6/2012	gCN
cluster_6	Vietnam	China	8.840000000000146	8.450000000000045	2002.61	2003	duck/Vietnam/15/2003	gSEA
cluster_7	Thailand	Vietnam	1.0199999999999818	0	2003.98	2005	Thailand/HA20/2005	gSEA
cluster_8	Thailand	Vietnam	6.860000000000127	6.230000000000018	2003.37	2004	crow/Bangkok/Thailand/CU-35/04	gSEA
cluster_9	Lao	Thailand	0	0	2004	2004	chicken/Laos/7191/2004	gSEA
cluster_10	Malaysia	Vietnam	0.6300000000001091	0.6300000000001091	2004	2004	chicken/Malaysia/5744/2004	gSEA
cluster_11	Cambodia	Vietnam	0.9800000000000182	0.38000000000010914	2004.24	2004.84	Chicken/Cambodia/085/2004	gSEA
cluster_12	Cambodia	Vietnam	0.10999999999989996	0.10999999999989996	2005	2005	chicken/Cambodia/022LC1b/2005	gSEA
cluster_13	Cambodia	Vietnam	1.6700000000000728	0.650000000000091	2004.98	2006	duck/Cambodia/D14AL/2006	gSEA
cluster_14	Cambodia	Vietnam	0.5	0.2300000000000182	2004.73	2005	Cambodia/408008/2005	gSEA
cluster_15	Vietnam	Cambodia	0.11999999999989086	0	2004.88	2005	duck/Vietnam/557/2005	gSEA
cluster_16	Cambodia	Vietnam	1.9400000000000546	1.6800000000000637	2005.74	2006	Chicken/Cambodia/71-LC1/2007	gSEA
cluster_17	Vietnam	Cambodia	0.2400000000000091	0	2006.76	2007	duck/Vietnam/NCVD-2/2007	gSEA
cluster_18	Cambodia	Vietnam	2.3299999999999272	2.160000000000082	2009.91	2010.08	chicken/Cambodia/TKCMB1F/2010	gSEA
cluster_19	Vietnam	Cambodia	2.1099999999999	1.7000000000000455	2011.42	2011.83	duck/Viet_Nam/ST-1550-2/2012	gSEA
cluster_20	Cambodia	Vietnam	0.13000000000010914	0.009999999999990905	2012.28	2012.4	chicken/Cambodia/W0530391/2012	gSEA
cluster_21	Cambodia	Vietnam	1.6199999999998909	1.0899999999999181	2012.5	2013.03	duck/Cambodia/11W2M1/2013	gSEA
cluster_22	Vietnam	Cambodia	1.1399999999998727	0.7200000000000273	2012.94	2013.36	quail/Vietnam/NCVD-3789/2013	gSEA
cluster_23	Cambodia	Vietnam	1.1800000000000637	1.0199999999999818	2013	2013.16	Cambodia/X0828324/2013	gSEA
cluster_24	Indonesia	China	17.180000000000064	16.539999999999964	2002.36	2003	Chicken/Klaton/LYR-HW/2003	gSEA
cluster_25	Japan	China	1.1700000000000728	0	2002.83	2004	chicken/Oita/8/2004	gNA
cluster_26	Korea	Japan	0.05999999999994543	0	2002.94	2003	chicken/Korea/es/2003	gNA
cluster_27	Romania	China	1.2999999999999545	1	2004.7	2005	chicken/Constanta/RO-AI-263/2006	gE
cluster_28	Russian_Federation	Romania	1.0599999999999454	1	2004.94	2005	Cygnus_olor/Astrakhan/Ast05-2-7/2005	gNA
cluster_29	Turkey	Russian_Federation	0.3400000000001455	0	2005.84	2006.18	chicken/Turkey/Goncaaydin_ist982/2006	gE
cluster_30	Croatia	Romania	1.240000000000009	1.240000000000009	2005	2005	cygnus_olor/Croatia/1/2005	gE
cluster_31	Hungary	Croatia	0.040000000000190994	0.040000000000190994	2006.1	2006.1	mute_swan/Hungary/3472/2006	gE
cluster_32	Russian_Federation	Romania	0.43000000000006366	0	2005.49	2005.92	Cygnus_olor/Astrakhan/Ast05-2-3/2005	gNA
cluster_33	Nigeria	Romania	2.3299999999999272	1.7999999999999545	2005.47	2006	chicken/Nigeria/08RS848-28/2006	gA
cluster_34	Germany	Nigeria	3.150000000000091	2.880000000000109	2005.73	2006	turkey/Germany/R1077/06	gE
cluster_35	Denmark	Germany	0.20000000000004547	0.20000000000004547	2006	2006	tufted_duck/Denmark/6431/06	gE
cluster_36	Denmark	Germany	0.22000000000002728	0.22000000000002728	2006	2006	grey_lag_goose/Denmark/6692/2006	gE
cluster_37	Denmark	Germany	0.31999999999993634	0.31999999999993634	2006	2006	great_crested_grebe/Denmark/7498/2006	gE
cluster_38	Denmark	Germany	0.4099999999998545	0.36999999999989086	2005.96	2006	fowl/Denmark/60296/06	gE
cluster_39	Denmark	Germany	0.21000000000003638	0.21000000000003638	2006	2006	tufted_duck/Denmark/6540/2006	gE
cluster_40	Denmark	Germany	0.2599999999999909	0.2599999999999909	2006	2006	whooper_swan/Denmark/7224/06	gE
cluster_41	Poland	Germany	0.2599999999999909	0.07999999999992724	2005.99	2006.17	goosander/Poland/502-137V08/2006	gE
cluster_42	Germany	Poland	0	0	2006	2006	stone_marten/Germany/R747/2006	gE
cluster_43	Sweden	Poland	0.06999999999993634	0.05999999999994543	2006.17	2006.18	eagle_owl/Sweden/V618/2006	gE
cluster_44	Togo	Nigeria	0.18000000000006366	0	2006.82	2007	chicken/Togo/4106-4/2007	gA
cluster_45	Romania	Nigeria	0.05999999999994543	0	2005.94	2006	chicken/Brasov/RO-AI-494/2006	gE
cluster_46	Niger	Nigeria	0.36999999999989086	0.32999999999992724	2005.96	2006	chicken/Niger/2130-8/2006	gA
cluster_47	Saudi_Arabia	Nigeria	1.400000000000091	1	2006.6	2007	ostrich/Saudi_Arabia/6732-3/2007	gWA
cluster_48	Russian_Federation	China	3.3199999999999363	2.9500000000000455	2004.63	2005	grebe/Novosibirsk/29/2005	gNA
cluster_49	China	Russian_Federation	0.08999999999991815	0	2004.91	2005	Bar-headed_Goose/Qinghai/65/05	gCN
cluster_50	India	Russian_Federation	0.790000000000191	0.15000000000009095	2005.36	2006	chicken/Navapur/7972/2006	gWA
cluster_51	China	India	0.4900000000000091	0.37000000000011823	2007.23	2007.35	brown-headed_gull/Qinghai/3/2007	gCN
cluster_52	Azerbaijan	Russian_Federation	0.08999999999991815	0	2005.91	2006	Azerbaijan/008-208/2006	gE
cluster_53	Afghanistan	Russian_Federation	0.35999999999989996	0	2005.64	2006	chicken/Afghanistan/1207/2006	gSEA
cluster_54	Pakistan	Afghanistan	2.3899999999998727	2.2899999999999636	2005.9	2006	chicken/Pakistan/SPVC-8/2007	gWA
cluster_55	Afghanistan	Pakistan	0	0	2006	2006	chicken/Afghanistan/1573-47/2006	gSEA
cluster_56	Pakistan	Russian_Federation	1.3199999999999363	1	2006.68	2007	chicken/Pakistan/SPVC-5/2007	gWA
cluster_57	Kazakhstan	Russian_Federation	0.18000000000006366	0.14000000000010004	2005.24	2005.28	chicken/Karaganda/4/2005	gWA
cluster_58	Korea	Russian_Federation	0.14000000000010004	0	2005.86	2006	environment/Korea/W150/2006	gNA
cluster_59	Korea	Russian_Federation	0.03999999999996362	0	2005.96	2006	environment/Korea/W149/2006	gNA
cluster_60	Japan	Korea	0.2699999999999818	0	2006.73	2007	chicken/Okayama/T6/2007	gNA
cluster_61	Mongolia	Russian_Federation	0	0	2006	2006	common_goldeneye/Mongolia/12/2006	gNA
cluster_62	Turkey	Russian_Federation	0.2599999999999909	0.029999999999972715	2006.86	2007.09	Turkey/Turkey/Batman/09rs2842-107/2007	gE
cluster_63	Germany	Russian_Federation	1.0599999999999454	0.5799999999999272	2006.52	2007	great_crested_grebe/Germany/R1406/07	gE
cluster_64	Kuwait	Germany	0.2300000000000182	0	2006.77	2007	chicken/Kuwait/KISR2/2007	gWA
cluster_65	Saudi_Arabia	Kuwait	0.049999999999954525	0	2006.95	2007	falcon/Saudi_Arabia/6732-2/2007	gWA
cluster_66	Russian_Federation	Germany	0.009999999999990905	0.009999999999990905	2007.67	2007.67	chicken/Krasnodar/776/2007	gNA
cluster_67	Czech_Republic	Germany	0.05999999999994543	0.05999999999994543	2007.46	2007.46	turkey/Czech_Republic/10309-3/07	gE
cluster_68	Poland	Germany	0.9400000000000546	0.9400000000000546	2007	2007	chicken/Poland/R3248/2007	gE
cluster_69	Turkey	Germany	0.7899999999999636	0.11999999999989086	2007.33	2008	Chicken/Turkey-Samsun/09rs2842-113/08	gE
cluster_70	Nigeria	Turkey	0.75	0.5399999999999636	2007.79	2008	chicken/Nigeria/08VIR4337-343/2008	gA
cluster_71	United_Kingdom	Turkey	0.08999999999991815	0.08999999999991815	2008	2008	Canada_goose/England/AV578-8276/2008	gE
cluster_72	Ukraine	Turkey	0.09999999999990905	0	2007.9	2008	great_crested_grebe/Sevastopol/11-173/2008	gE
cluster_73	Bangladesh	Russian_Federation	4.539999999999964	4.210000000000036	2006.67	2007	chicken/Bangladesh/376/2007	gWA
cluster_74	India	Bangladesh	1.0299999999999727	0.9600000000000364	2007.93	2008	chicken/India/88763/2008	gWA
cluster_75	India	Bangladesh	0.6300000000001091	0.39000000000010004	2008.76	2009	chicken/West_Bengal/148713/2009	gWA
cluster_76	India	Bangladesh	2.5699999999999363	2.0499999999999545	2007.48	2008	chicken/India/96880/2008	gWA
cluster_77	India	Bangladesh	1.259999999999991	0.7200000000000273	2007.69	2008.23	duck/Tripura/103597/2008	gWA
cluster_78	Bhutan	Bangladesh	0.18000000000006366	0.009999999999990905	2009.96	2010.13	chicken/Bhutan/248009/2010	gWA
cluster_79	Russian_Federation	China	0.4900000000000091	0	2004.51	2005	duck/Novosibirsk/56/2005	gNA
cluster_80	Ukraine	Russian_Federation	0.049999999999954525	0	2004.95	2005	chicken/Crimea/08/2005	gE
cluster_81	China	Russian_Federation	0.7799999999999727	0.5	2005.72	2006	Xinjiang/1/2006	gCN
cluster_82	United_Kingdom	Russian_Federation	0.07999999999992724	0	2006.92	2007	turkey/England/250/2007	gE
cluster_83	Hungary	United_Kingdom	0	0	2007	2007	goose/Hungary/2823/2/2007	gE
cluster_84	Mongolia	Russian_Federation	0.2899999999999636	0	2004.71	2005	whooper_swan/Mongolia/3/05	gNA
cluster_85	China	Mongolia	0.44000000000005457	0.2600000000002183	2006.19	2006.37	bar-headed_goose/Qinghai/1/2006	gCN
cluster_86	Turkey	Russian_Federation	1.2999999999999545	1.1800000000000637	2004.9	2005.02	Turkey/15/2006	gE
cluster_87	Iraq	Turkey	0.19000000000005457	0	2005.81	2006	domestic_cat/Iraq/820/2006	gWA
cluster_88	Iraq	Turkey	0.11999999999989086	0	2005.88	2006	Iraq/755/2006	gWA
cluster_89	Germany	Russian_Federation	3.230000000000018	2.75	2005.52	2006	mute_swan/Germany/R797/06	gE
cluster_90	Hungary	Germany	0.43000000000006366	0.43000000000006366	2006	2006	goose/Hungary/14756/2006	gE
cluster_91	France	Germany	0.09999999999990905	0	2005.9	2006	mute_swan/France/06631a/2006	gE
cluster_92	Switzerland	Germany	0.03999999999996362	0	2005.96	2006	duck/Switzerland/V389/2006	gE
cluster_93	Switzerland	Germany	0.049999999999954525	0	2005.95	2006	common_coot/Switzerland/V544/2006	gE
cluster_94	Switzerland	Germany	0	0	2006	2006	mute_swan/Switzerland/V68/2006	gE
cluster_95	Austria	Germany	0.03999999999996362	0.03999999999996362	2006.26	2006.26	swan/Hoeflein/2048/2006	gE
cluster_96	Switzerland	Germany	0.08999999999991815	0	2005.91	2006	mallard/Switzerland/V537/2006	gE
cluster_97	Germany	Switzerland	0.33999999999991815	0.25	2005.91	2006	swan/Bavaria/29/2006	gE
cluster_98	Nigeria	Russian_Federation	2.5300000000002	1.8900000000001	2005.36	2006	chicken/Nigeria/VRD44/2006	gA
cluster_99	Sudan	Nigeria	0.14000000000010004	0	2005.86	2006	chicken/Sudan/2115-12/2006	gA
cluster_100	Burkina_Faso	Nigeria	0.7700000000002092	0.39000000000010004	2005.62	2006	chicken/Burkina_Faso/13.1/2006	gA
cluster_101	Cote_dIvoire	Burkina_Faso	0	0	2006	2006	chicken/Ivory_Coast/1787-35/2006	gA
cluster_102	Cote_dIvoire	Burkina_Faso	0.09999999999990905	0	2005.9	2006	turkey/Ivory_Coast/4372-2/2006	gA
cluster_103	Ghana	Cote_dIvoire	0.30999999999994543	0.30999999999994543	2007	2007	chicken/Ghana/3159-NAMRU3/2007	gA
cluster_104	Benin	Nigeria	0.9500000000000455	0.9200000000000728	2006.97	2007	chicken/Benin/6693-1/2007	gA
cluster_105	Romania	Russian_Federation	1.5	1	2004.72	2005	mute_swan/Constanta/RO-AI-007/2005	gE
cluster_106	France	Romania	0.08999999999991815	0	2005.91	2006	mute_swan/France/06303/2006	gE
cluster_107	Slovenia	Romania	0.08999999999991815	0	2005.91	2006	cygnus_olor/Slovenia/156/06	gE
cluster_108	Austria	Slovenia	0.14000000000010004	0.14000000000010004	2006	2006	cat/Austria/649/2006	gE
cluster_109	Austria	Slovenia	0.13000000000010914	0.13000000000010914	2006	2006	duck/Leibnitz/243/2006	gE
cluster_110	Croatia	Romania	0.10000000000013642	0.020000000000209184	2006.04	2006.12	Cygnus_olor/Croatia/229/2006	gE
cluster_111	Italy	Romania	0.13000000000010914	0	2005.87	2006	cygnus_olor/Italy/808/2006	gE
cluster_112	Sweden	Italy	0.22000000000002728	0.07999999999992724	2006.04	2006.18	tufted_duck/Sweden/V599/06	gE
cluster_113	Turkey	Italy	0.01999999999998181	0.01999999999998181	2006.14	2006.14	Chicken/Turkey-Manisa/09rs2841-118/2006	gE
cluster_114	Germany	Italy	0.06999999999993634	0	2005.93	2006	common_bussard/Bavaria/2/2006	gE
cluster_115	Slovakia	Italy	0.13000000000010914	0.13000000000010914	2006	2006	Mergus_albellus/Slovakia/Vh212/2006	gE
cluster_116	Czech_Republic	Slovakia	0.10999999999989996	0.03999999999996362	2006.16	2006.23	Cygnus_olor/Czech_Republic/6206/06	gE
cluster_117	Nigeria	Romania	1.0599999999999454	0.19000000000005457	2005.13	2006	chicken/Nigeria/08RS848-8/2006	gA
cluster_118	Egypt	Nigeria	13.569999999999936	13	2005.43	2006	domestic_poultry/Egypt/906089/2006	gWA
cluster_119	Palestinian	Egypt	0.09999999999990905	0	2005.9	2006	chicken/Gaza/713/2006	gWA
cluster_120	Israel	Egypt	0	0	2006	2006	chicken/Israel/625/2006	gWA
cluster_121	Palestinian	Egypt	0	0	2006	2006	duck/Gaza/834/2006	gWA
cluster_122	Israel	Egypt	0	0	2006	2006	turkey/Israel/345/2006	gWA
cluster_123	Israel	Egypt	0.5899999999999181	0.17000000000007276	2014.63	2015.05	turkey/Jenin/39/2015	gWA
cluster_124	Israel	Egypt	0.33999999999991815	0.21000000000003638	2015.15	2015.28	duck/Gaza/552/2015	gWA
cluster_125	Israel	Egypt	0.25	0.06999999999993634	2014.86	2015.04	chicken/Israel/88/2015	gWA
cluster_126	Vietnam	China	0.6300000000001091	0	2004.37	2005	chicken/Viet_Nam/10/2005	gSEA
cluster_127	Vietnam	China	0.9200000000000728	0.9200000000000728	2005	2005	duck/Vietnam/201/2005	gSEA
cluster_128	Vietnam	China	0.2899999999999636	0.20000000000004547	2009.18	2009.27	Muscovy_duck/Vietnam/18151/2009	gSEA
cluster_129	Vietnam	China	1.7000000000000455	1.5499999999999545	2009.85	2010	duck/Vietnam/NCVD-885/2010	gSEA
cluster_130	Vietnam	China	1.7899999999999636	0.08000000000015461	2010.66	2012.37	duck/Vietnam/NCVD-KA250/2012	gSEA
cluster_131	Vietnam	China	1.2699999999999818	0.8299999999999272	2011.45	2011.89	duck/Vietnam/NCVD129-7/2011	gSEA
cluster_132	Lao	China	0.08999999999991815	0	2007.91	2008	chicken/Laos/OX005/2008	gSEA
cluster_133	Japan	China	0.17000000000007276	0	2007.83	2008	whooper_swan/Hokkaido/1/2008	gNA
cluster_134	Korea	China	0.36999999999989086	0.05999999999994543	2007.95	2008.26	duck/Korea/NSQ263/2008	gNA
cluster_135	Russian_Federation	Korea	0	0	2008.27	2008.27	chicken/Primorsky/85/2008	gNA
cluster_136	Vietnam	China	4.789999999999964	4.509999999999991	2008.72	2009	chicken/Vietnam/NCVD-389/2009	gSEA
cluster_137	Bangladesh	Vietnam	11.759999999999991	11.379999999999882	2010.54	2010.92	chicken/Bangladesh/18248/2012	gWA
cluster_138	India	Bangladesh	0	0	2011.09	2011.09	duck/India/02CA10/2011	gWA
cluster_139	Bhutan	Bangladesh	3.849999999999909	3.2100000000000364	2011.4	2012.04	wild_bird/Bhutan/327/2012	gWA
cluster_140	India	Bhutan	0.4900000000000091	0.33999999999991815	2011.52	2011.67	chicken/India/09CA02/2011	gWA
cluster_141	Nepal	Bhutan	1.2000000000000455	1.1100000000001273	2011.76	2011.85	duck/Nepal/5.TZoo/11	gWA
cluster_142	India	Bhutan	2.0799999999999272	1.9700000000000273	2011.92	2012.03	crow/India/02CA03/2012	gWA
cluster_143	Nepal	Bhutan	0.34999999999990905	0.16999999999984539	2012.98	2013.16	chicken/Nepal/PT-30/13	gWA
cluster_144	India	Bangladesh	0.09000000000014552	0.009999999999990905	2011.09	2011.17	chicken/India/03CL488/2011	gWA
cluster_145	Nepal	Bangladesh	0.4399999999998272	0.09999999999990905	2011.63	2011.97	chicken/Nepal/PT-1/12	gWA
cluster_146	India	Bangladesh	1.6800000000000637	1.3100000000001728	2011.46	2011.83	chicken/India/01CL1196/2012	gWA
cluster_147	India	Bangladesh	0.2599999999999909	0	2013.74	2014	crow/India/01CA02/2014	gWA
cluster_148	Mongolia	China	1.099999999999909	1	2008.9	2009	common_goldeneye/Mongolia/X59/2009	gNA
cluster_149	Nepal	Mongolia	1.2200000000000273	0.6699999999998454	2009.61	2010.16	chicken/Nepal/5-1cl/2010	gWA
cluster_150	Mongolia	Nepal	0.43000000000006366	0.38000000000010914	2009.95	2010	whooper_swan/Mongolia/1/2010	gNA
cluster_151	Japan	Mongolia	1.6600000000000819	1.4200000000000728	2009.76	2010	chicken/Shimane/1/2010	gNA
cluster_152	Korea	Japan	0.2799999999999727	0.1899999999998272	2010.81	2010.9	Eurasian_eagle_owl/Korea/23/2010	gNA
cluster_153	Korea	Japan	0.11999999999989086	0.029999999999972715	2010.9	2010.99	mandarin_duck/Korea/K10-480/2010	gNA
cluster_154	Japan	Korea	0.09000000000014552	0.09000000000014552	2011.07	2011.07	mandarin_duck/Kochi/3901C005/2011	gNA
cluster_155	Japan	China	0.5899999999999181	0.5899999999999181	2015	2015	chicken/Japan/AnimalQuarantine-HE79/2015	gNA
cluster_156	Indonesia	China	9.920000000000073	9.440000000000055	2012.25	2012.73	chicken/CentralJava/VSN384/2013	gSEA
cluster_157	Austria	Indonesia	0.14000000000010004	0.01999999999998181	2013.31	2013.43	mynah/Austria-quarantine/13064792-010/13	gE
